model,task,task_category,task_benchmark,replicate_number,accuracy,f1,mcc,sequence_length,epoch
HyenaDNA (1k),H4,EMP (yeast),GUE,7,0.863791923340178,0.8636893566760805,0.723639542367182,500,100.0
HyenaDNA (1k),H4ac,EMP (yeast),GUE,7,0.6504398826979472,0.650560544451747,0.2985114236952965,500,99.99
HyenaDNA (1k),prom_300_all,Regulatory (human),GUE,7,0.9228040540540541,0.9228028182597934,0.8456030218970857,300,99.99
HyenaDNA (1k),prom_300_notata,Regulatory (human),GUE,7,0.9511965328811004,0.9511966299296142,0.9023822638893301,300,100.0
HyenaDNA (1k),prom_300_tata,Regulatory (human),GUE,7,0.7732463295269169,0.7732644328896946,0.5474143969319136,300,99.92
HyenaDNA (1k),tf_0,Transcription Factor (human),GUE,7,0.772,0.7712304191299533,0.5476973881667568,100,100.0
HyenaDNA (1k),tf_1,Transcription Factor (human),GUE,7,0.798,0.7975716616360219,0.5985383971590825,100,100.0
HyenaDNA (1k),tf_2,Transcription Factor (human),GUE,7,0.749,0.748444313488496,0.500214852684529,100,99.99
HyenaDNA (1k),tf_3,Transcription Factor (human),GUE,7,0.674,0.6736658338138253,0.34871490092681434,100,99.99
HyenaDNA (1k),tf_4,Transcription Factor (human),GUE,7,0.814,0.8139933037589353,0.6280452208839141,100,99.99
HyenaDNA (1k),prom_core_all,Regulatory (human),GUE,7,0.783445945945946,0.7834421643219752,0.5669395738988241,70,99.99
HyenaDNA (1k),prom_core_tata,Regulatory (human),GUE,7,0.7259380097879282,0.7259205052963245,0.4521102204609834,70,99.92
HyenaDNA (1k),prom_core_notata,Regulatory (human),GUE,7,0.804032410024496,0.8040148745370027,0.6082157303648472,70,100.0
HyenaDNA (1k),mouse_0,Transcription Factor (mouse),GUE,7,0.6654320987654321,0.6654071101179633,0.33091362895588844,100,99.94
HyenaDNA (1k),mouse_1,Transcription Factor (mouse),GUE,7,0.8899925871015567,0.8899923694802941,0.7799886949887715,100,100.0
HyenaDNA (1k),mouse_2,Transcription Factor (mouse),GUE,7,0.8689024390243902,0.8688719679431753,0.7381480143991956,100,99.95
HyenaDNA (1k),mouse_3,Transcription Factor (mouse),GUE,7,0.6820083682008368,0.6818969797912111,0.36412062199199313,100,99.8
HyenaDNA (1k),mouse_4,Transcription Factor (mouse),GUE,7,0.6622411046202867,0.6620438057473023,0.32488753114729607,100,99.98
HyenaDNA (1k),H3,EMP (yeast),GUE,8,0.8450233800935204,0.8450249015821615,0.6900330406652354,500,99.98
HyenaDNA (1k),H3K14ac,EMP (yeast),GUE,8,0.6735249621785174,0.6733884647222697,0.33201509266884077,500,99.99
HyenaDNA (1k),H3K36me3,EMP (yeast),GUE,8,0.6834862385321101,0.6831727447885385,0.3575675920034447,500,99.99
HyenaDNA (1k),H3K4me1,EMP (yeast),GUE,8,0.64614898989899,0.645451835283606,0.28369238623563575,500,99.99
HyenaDNA (1k),H3K4me2,EMP (yeast),GUE,8,0.6060606060606061,0.6044639670222347,0.18304330376837025,500,100.0
HyenaDNA (1k),H3K4me3,EMP (yeast),GUE,8,0.592391304347826,0.5923079061492271,0.1815983064796764,500,99.99
HyenaDNA (1k),H3K79me3,EMP (yeast),GUE,8,0.7614424410540915,0.7614792667871301,0.5214236206189582,500,99.99
HyenaDNA (1k),H3K9ac,EMP (yeast),GUE,8,0.7081684059014034,0.7084035184290612,0.4109557562722275,500,99.99
HyenaDNA (1k),H4,EMP (yeast),GUE,8,0.863791923340178,0.8636893566760805,0.723639542367182,500,100.0
HyenaDNA (1k),H4ac,EMP (yeast),GUE,8,0.6504398826979472,0.650560544451747,0.2985114236952965,500,99.99
HyenaDNA (1k),prom_300_all,Regulatory (human),GUE,8,0.9228040540540541,0.9228028182597934,0.8456030218970857,300,99.99
HyenaDNA (1k),prom_300_notata,Regulatory (human),GUE,8,0.9511965328811004,0.9511966299296142,0.9023822638893301,300,100.0
HyenaDNA (1k),prom_300_tata,Regulatory (human),GUE,8,0.7732463295269169,0.7732644328896946,0.5474143969319136,300,99.92
HyenaDNA (1k),tf_0,Transcription Factor (human),GUE,8,0.772,0.7712304191299533,0.5476973881667568,100,100.0
HyenaDNA (1k),tf_1,Transcription Factor (human),GUE,8,0.798,0.7975716616360219,0.5985383971590825,100,100.0
HyenaDNA (1k),tf_2,Transcription Factor (human),GUE,8,0.749,0.748444313488496,0.500214852684529,100,99.99
HyenaDNA (1k),tf_3,Transcription Factor (human),GUE,8,0.674,0.6736658338138253,0.34871490092681434,100,99.99
HyenaDNA (1k),tf_4,Transcription Factor (human),GUE,8,0.814,0.8139933037589353,0.6280452208839141,100,99.99
HyenaDNA (1k),prom_core_all,Regulatory (human),GUE,8,0.783445945945946,0.7834421643219752,0.5669395738988241,70,99.99
HyenaDNA (1k),prom_core_tata,Regulatory (human),GUE,8,0.7259380097879282,0.7259205052963245,0.4521102204609834,70,99.92
HyenaDNA (1k),prom_core_notata,Regulatory (human),GUE,8,0.804032410024496,0.8040148745370027,0.6082157303648472,70,100.0
HyenaDNA (1k),mouse_0,Transcription Factor (mouse),GUE,8,0.6654320987654321,0.6654071101179633,0.33091362895588844,100,99.94
HyenaDNA (1k),mouse_1,Transcription Factor (mouse),GUE,8,0.8899925871015567,0.8899923694802941,0.7799886949887715,100,100.0
HyenaDNA (1k),mouse_2,Transcription Factor (mouse),GUE,8,0.8689024390243902,0.8688719679431753,0.7381480143991956,100,99.95
HyenaDNA (1k),mouse_3,Transcription Factor (mouse),GUE,8,0.6820083682008368,0.6818969797912111,0.36412062199199313,100,99.8
HyenaDNA (1k),mouse_4,Transcription Factor (mouse),GUE,8,0.6622411046202867,0.6620438057473023,0.32488753114729607,100,99.98
HyenaDNA (1k),H3,EMP (yeast),GUE,9,0.8423513694054776,0.8423534798289125,0.6847766524833977,500,99.98
HyenaDNA (1k),H3K14ac,EMP (yeast),GUE,9,0.6735249621785174,0.6733884647222697,0.33201509266884077,500,99.99
HyenaDNA (1k),H3K36me3,EMP (yeast),GUE,9,0.6834862385321101,0.6831727447885385,0.3575675920034447,500,99.99
HyenaDNA (1k),H3K4me1,EMP (yeast),GUE,9,0.64614898989899,0.645451835283606,0.28369238623563575,500,99.99
HyenaDNA (1k),H3K4me2,EMP (yeast),GUE,9,0.6060606060606061,0.6044639670222347,0.18304330376837025,500,100.0
HyenaDNA (1k),H3K4me3,EMP (yeast),GUE,9,0.592391304347826,0.5923079061492271,0.1815983064796764,500,99.99
HyenaDNA (1k),H3K79me3,EMP (yeast),GUE,9,0.7614424410540915,0.7614792667871301,0.5214236206189582,500,99.99
HyenaDNA (1k),H3K9ac,EMP (yeast),GUE,9,0.7081684059014034,0.7084035184290612,0.4109557562722275,500,99.99
HyenaDNA (1k),H4,EMP (yeast),GUE,9,0.863791923340178,0.8636893566760805,0.723639542367182,500,100.0
HyenaDNA (1k),H4ac,EMP (yeast),GUE,9,0.6504398826979472,0.650560544451747,0.2985114236952965,500,99.99
HyenaDNA (1k),prom_300_all,Regulatory (human),GUE,9,0.9228040540540541,0.9228028182597934,0.8456030218970857,300,99.99
HyenaDNA (1k),prom_300_notata,Regulatory (human),GUE,9,0.9511965328811004,0.9511966299296142,0.9023822638893301,300,100.0
HyenaDNA (1k),prom_300_tata,Regulatory (human),GUE,9,0.7732463295269169,0.7732644328896946,0.5474143969319136,300,99.92
HyenaDNA (1k),tf_0,Transcription Factor (human),GUE,9,0.772,0.7712304191299533,0.5476973881667568,100,100.0
HyenaDNA (1k),tf_1,Transcription Factor (human),GUE,9,0.798,0.7975716616360219,0.5985383971590825,100,100.0
HyenaDNA (1k),tf_2,Transcription Factor (human),GUE,9,0.749,0.748444313488496,0.500214852684529,100,99.99
HyenaDNA (1k),tf_3,Transcription Factor (human),GUE,9,0.674,0.6736658338138253,0.34871490092681434,100,99.99
HyenaDNA (1k),tf_4,Transcription Factor (human),GUE,9,0.814,0.8139933037589353,0.6280452208839141,100,99.99
HyenaDNA (1k),prom_core_all,Regulatory (human),GUE,9,0.783445945945946,0.7834421643219752,0.5669395738988241,70,99.99
HyenaDNA (1k),prom_core_tata,Regulatory (human),GUE,9,0.7259380097879282,0.7259205052963245,0.4521102204609834,70,99.92
HyenaDNA (1k),prom_core_notata,Regulatory (human),GUE,9,0.804032410024496,0.8040148745370027,0.6082157303648472,70,100.0
HyenaDNA (1k),mouse_0,Transcription Factor (mouse),GUE,9,0.6654320987654321,0.6654071101179633,0.33091362895588844,100,99.94
HyenaDNA (1k),mouse_1,Transcription Factor (mouse),GUE,9,0.8899925871015567,0.8899923694802941,0.7799886949887715,100,100.0
HyenaDNA (1k),mouse_2,Transcription Factor (mouse),GUE,9,0.8689024390243902,0.8688719679431753,0.7381480143991956,100,99.95
HyenaDNA (1k),mouse_3,Transcription Factor (mouse),GUE,9,0.6820083682008368,0.6818969797912111,0.36412062199199313,100,99.8
HyenaDNA (1k),mouse_4,Transcription Factor (mouse),GUE,9,0.6622411046202867,0.6620438057473023,0.32488753114729607,100,99.98
HyenaDNA (1k),H3,EMP (yeast),GUE,10,0.8490313961255845,0.8490158982059908,0.6980673068700948,500,99.98
HyenaDNA (1k),H3K14ac,EMP (yeast),GUE,10,0.6735249621785174,0.6733884647222697,0.33201509266884077,500,99.99
HyenaDNA (1k),H3K36me3,EMP (yeast),GUE,10,0.6834862385321101,0.6831727447885385,0.3575675920034447,500,99.99
HyenaDNA (1k),H3K4me1,EMP (yeast),GUE,10,0.64614898989899,0.645451835283606,0.28369238623563575,500,99.99
HyenaDNA (1k),H3K4me2,EMP (yeast),GUE,10,0.6060606060606061,0.6044639670222347,0.18304330376837025,500,100.0
HyenaDNA (1k),H3K4me3,EMP (yeast),GUE,10,0.592391304347826,0.5923079061492271,0.1815983064796764,500,99.99
HyenaDNA (1k),H3K79me3,EMP (yeast),GUE,10,0.7614424410540915,0.7614792667871301,0.5214236206189582,500,99.99
HyenaDNA (1k),H3K9ac,EMP (yeast),GUE,10,0.7081684059014034,0.7084035184290612,0.4109557562722275,500,99.99
HyenaDNA (1k),H4,EMP (yeast),GUE,10,0.863791923340178,0.8636893566760805,0.723639542367182,500,100.0
HyenaDNA (1k),H4ac,EMP (yeast),GUE,10,0.6504398826979472,0.650560544451747,0.2985114236952965,500,99.99
HyenaDNA (1k),prom_300_all,Regulatory (human),GUE,10,0.9228040540540541,0.9228028182597934,0.8456030218970857,300,99.99
HyenaDNA (1k),prom_300_notata,Regulatory (human),GUE,10,0.9511965328811004,0.9511966299296142,0.9023822638893301,300,100.0
HyenaDNA (1k),prom_300_tata,Regulatory (human),GUE,10,0.7732463295269169,0.7732644328896946,0.5474143969319136,300,99.92
HyenaDNA (1k),tf_0,Transcription Factor (human),GUE,10,0.772,0.7712304191299533,0.5476973881667568,100,100.0
HyenaDNA (1k),tf_1,Transcription Factor (human),GUE,10,0.798,0.7975716616360219,0.5985383971590825,100,100.0
HyenaDNA (1k),tf_2,Transcription Factor (human),GUE,10,0.749,0.748444313488496,0.500214852684529,100,99.99
HyenaDNA (1k),tf_3,Transcription Factor (human),GUE,10,0.674,0.6736658338138253,0.34871490092681434,100,99.99
HyenaDNA (1k),tf_4,Transcription Factor (human),GUE,10,0.814,0.8139933037589353,0.6280452208839141,100,99.99
HyenaDNA (1k),prom_core_all,Regulatory (human),GUE,10,0.783445945945946,0.7834421643219752,0.5669395738988241,70,99.99
HyenaDNA (1k),prom_core_tata,Regulatory (human),GUE,10,0.7259380097879282,0.7259205052963245,0.4521102204609834,70,99.92
HyenaDNA (1k),prom_core_notata,Regulatory (human),GUE,10,0.804032410024496,0.8040148745370027,0.6082157303648472,70,100.0
HyenaDNA (1k),mouse_0,Transcription Factor (mouse),GUE,10,0.6654320987654321,0.6654071101179633,0.33091362895588844,100,99.94
HyenaDNA (1k),mouse_1,Transcription Factor (mouse),GUE,10,0.8899925871015567,0.8899923694802941,0.7799886949887715,100,100.0
HyenaDNA (1k),mouse_2,Transcription Factor (mouse),GUE,10,0.8689024390243902,0.8688719679431753,0.7381480143991956,100,99.95
HyenaDNA (1k),mouse_3,Transcription Factor (mouse),GUE,10,0.6820083682008368,0.6818969797912111,0.36412062199199313,100,99.8
HyenaDNA (1k),mouse_4,Transcription Factor (mouse),GUE,10,0.6622411046202867,0.6620438057473023,0.32488753114729607,100,99.98
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,1,0.6033057851239669,0.5825186889016676,0.3214244183947084,200,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,1,0.7540663630448926,0.7538737227390575,0.5078394775116319,200,4.0
GPT2,enhancers_types,Regulatory (human),Nucleotide Transformer,1,0.6577748861418348,0.6178909791616598,0.4508196248070277,200,4.0
GPT2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,1,0.5576666666666666,0.5521589499095813,0.3389023502559758,600,5.0
GPT2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,1,0.5829576194770063,0.5747032105642508,0.1703563930334696,400,5.0
GPT2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,1,0.6081019572143832,0.6076073619631901,0.21703956871711366,400,5.0
GPT2,H3,EMP (yeast),GUE,1,0.738810955243821,0.7376402336341987,0.4803173021422034,500,3.0
GPT2,H3K14ac,EMP (yeast),GUE,1,0.6369137670196672,0.6169226311214141,0.24265291474873016,500,3.0
GPT2,H3K36me3,EMP (yeast),GUE,1,0.635894495412844,0.6303283996608519,0.2607652189687295,500,3.0
GPT2,H3K4me1,EMP (yeast),GUE,1,0.5975378787878788,0.589658275107957,0.18164990258132532,500,3.0
GPT2,H3K4me2,EMP (yeast),GUE,1,0.6344086021505376,0.6015761460671557,0.22208618472341882,500,3.0
GPT2,H3K4me3,EMP (yeast),GUE,1,0.5875,0.5865326456421703,0.17320432365343463,500,3.0
GPT2,H3K79me3,EMP (yeast),GUE,1,0.7000693481276006,0.6896268358213227,0.4024550606677532,500,3.0
GPT2,H3K9ac,EMP (yeast),GUE,1,0.6700251889168766,0.6699634794066411,0.35112867163789296,500,3.0
GPT2,H4,EMP (yeast),GUE,1,0.7652292950034223,0.7641682004520647,0.531779235875763,500,3.0
GPT2,H4ac,EMP (yeast),GUE,1,0.6211143695014663,0.6134553462540688,0.23428780068157615,500,3.0
GPT2,prom_300_all,Regulatory (human),GUE,1,0.8297297297297297,0.8296920977790929,0.6594933362837183,300,4.0
GPT2,prom_300_notata,Regulatory (human),GUE,1,0.8703599020162051,0.8701467784507191,0.7448911667699605,300,4.0
GPT2,prom_300_tata,Regulatory (human),GUE,1,0.634584013050571,0.634068862594606,0.273571457661281,300,10.0
GPT2,tf_0,Transcription Factor (human),GUE,1,0.786,0.7843298503611971,0.581070412359758,100,3.0
GPT2,tf_1,Transcription Factor (human),GUE,1,0.77,0.769112468328254,0.5442000171402852,100,3.0
GPT2,tf_2,Transcription Factor (human),GUE,1,0.705,0.6990161398768925,0.4273440110753232,100,3.0
GPT2,tf_3,Transcription Factor (human),GUE,1,0.578,0.5718344155844155,0.16069670046891418,100,3.0
GPT2,tf_4,Transcription Factor (human),GUE,1,0.661,0.6594713669663118,0.32493043982090686,100,3.0
GPT2,prom_core_all,Regulatory (human),GUE,1,0.7423986486486487,0.7423322951562439,0.4849291364473865,70,4.0
GPT2,prom_core_tata,Regulatory (human),GUE,1,0.8433931484502447,0.8432993204524637,0.6883978693631025,70,10.0
GPT2,prom_core_notata,Regulatory (human),GUE,1,0.7520256265309968,0.7518504590332247,0.5046048245522928,70,4.0
GPT2,mouse_0,Transcription Factor (mouse),GUE,1,0.5666666666666667,0.5664757071778302,0.13345095054988448,100,4.93
GPT2,mouse_1,Transcription Factor (mouse),GUE,1,0.7764269829503336,0.7761459243366507,0.5542311304381048,100,0.59
GPT2,mouse_2,Transcription Factor (mouse),GUE,1,0.7347560975609756,0.7342002067828501,0.4714884686038416,100,12.2
GPT2,mouse_3,Transcription Factor (mouse),GUE,1,0.6610878661087866,0.6595621208124506,0.3243760550804128,100,16.67
GPT2,mouse_4,Transcription Factor (mouse),GUE,1,0.5666489644184811,0.5660662967448082,0.1336134177360393,100,2.12
GPT2,covid,Covid Variants (virus),GUE,1,0.3155541012216405,0.31740502740752846,0.2277166629805708,1000,8.0
GPT2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,1,0.7698,0.7697981952178505,0.5397442694475995,200,4.0
GPT2,demo_human_or_worm,Demo,Genomic Benchmark,1,0.7968,0.7967266183092097,0.5950068596977016,200,4.0
GPT2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,1,0.6059733717164447,0.6056130387251588,0.21360646706505448,500,4.0
GPT2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,1,0.7530353913717386,0.7529855257269977,0.506529252232288,269,4.0
GPT2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,1,0.7454507714661316,0.6597045554952947,0.37237327044464336,401,4.0
GPT2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,1,0.7057846664821478,0.7054264059384442,0.4355044494277878,251,4.0
GPT2,human_ocr_ensembl,,Genomic Benchmark,1,0.5889219501029984,0.588828118920729,0.17770636714709043,315,4.0
GPT2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,1,0.6033057851239669,0.5825186889016676,0.3214244183947084,,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,2,0.6363636363636364,0.617308798159862,0.4012855161888762,200,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,2,0.752765126870527,0.75244813812653,0.5052640812780214,200,4.0
GPT2,enhancers_types,Regulatory (human),Nucleotide Transformer,2,0.6428106701366298,0.6030046690497156,0.42722067466625985,200,4.0
GPT2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,2,0.555,0.5478438227011561,0.3350986645325122,600,5.0
GPT2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,2,0.5834084761045988,0.5689660394120497,0.1759538789761542,400,5.0
GPT2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,2,0.6185707783340919,0.6185422488753634,0.23725779502138314,400,5.0
GPT2,H3,EMP (yeast),GUE,2,0.7588510354041417,0.7576358669694181,0.5211926970624281,500,3.0
GPT2,H3K14ac,EMP (yeast),GUE,2,0.6263237518910741,0.6034355398821423,0.21827404146326504,500,3.0
GPT2,H3K36me3,EMP (yeast),GUE,2,0.5719610091743119,0.5015436821118472,0.09343303320362781,500,3.0
GPT2,H3K4me1,EMP (yeast),GUE,2,0.6123737373737373,0.6004174233148999,0.20855134492860886,500,3.0
GPT2,H3K4me2,EMP (yeast),GUE,2,0.6344086021505376,0.598397751393716,0.22015513097767436,500,3.0
GPT2,H3K4me3,EMP (yeast),GUE,2,0.5682065217391304,0.5673784570671105,0.13502986947388732,500,3.0
GPT2,H3K79me3,EMP (yeast),GUE,2,0.6938280166435506,0.6910186583539507,0.3839696368558973,500,3.0
GPT2,H3K9ac,EMP (yeast),GUE,2,0.6606693055055776,0.6605917801363721,0.3318799132360643,500,3.0
GPT2,H4,EMP (yeast),GUE,2,0.7672826830937713,0.7667922359851871,0.540829055166769,500,3.0
GPT2,H4ac,EMP (yeast),GUE,2,0.6131964809384164,0.6084613894698356,0.21948448124705275,500,3.0
GPT2,prom_300_all,Regulatory (human),GUE,2,0.8319256756756757,0.8319159636888945,0.6638331143798627,300,4.0
GPT2,prom_300_notata,Regulatory (human),GUE,2,0.8703599020162051,0.8701427882474617,0.7449514748006664,300,4.0
GPT2,prom_300_tata,Regulatory (human),GUE,2,0.6166394779771615,0.6146541370077012,0.24169280949375171,300,10.0
GPT2,tf_0,Transcription Factor (human),GUE,2,0.777,0.7741156831582476,0.5687141701182706,100,3.0
GPT2,tf_1,Transcription Factor (human),GUE,2,0.774,0.7731279036616754,0.5522622396164376,100,3.0
GPT2,tf_2,Transcription Factor (human),GUE,2,0.695,0.6874919951843029,0.4102082720019815,100,3.0
GPT2,tf_3,Transcription Factor (human),GUE,2,0.631,0.6304941464865401,0.26272031569023635,100,3.0
GPT2,tf_4,Transcription Factor (human),GUE,2,0.749,0.7471733272896679,0.5053559294048259,100,3.0
GPT2,prom_core_all,Regulatory (human),GUE,2,0.7420608108108108,0.7416810023388856,0.4852533866949626,70,4.0
GPT2,prom_core_tata,Regulatory (human),GUE,2,0.8433931484502447,0.8433927316855081,0.6868572890057659,70,10.0
GPT2,prom_core_notata,Regulatory (human),GUE,2,0.7580553985302431,0.7579078873096925,0.5165919828038718,70,4.0
GPT2,mouse_0,Transcription Factor (mouse),GUE,2,0.5555555555555556,0.554945054945055,0.11141720290623111,100,4.93
GPT2,mouse_1,Transcription Factor (mouse),GUE,2,0.7765752409191994,0.776120464795316,0.5553906794608808,100,0.59
GPT2,mouse_2,Transcription Factor (mouse),GUE,2,0.7286585365853658,0.7279276760333658,0.45979400938165127,100,12.2
GPT2,mouse_3,Transcription Factor (mouse),GUE,2,0.6652719665271967,0.6652192183779241,0.3305316315879397,100,16.67
GPT2,mouse_4,Transcription Factor (mouse),GUE,2,0.5512480084970791,0.5415406442608265,0.10695395129586177,100,2.12
GPT2,covid,Covid Variants (virus),GUE,2,0.33736910994764396,0.3404982002175826,0.2535744415307707,1000,8.0
GPT2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,2,0.772,0.771998458709581,0.5440268101226816,200,4.0
GPT2,demo_human_or_worm,Demo,Genomic Benchmark,2,0.7962,0.7961998695679166,0.5926689004805054,200,4.0
GPT2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,2,0.604174163368118,0.602634217055908,0.21236107448303726,500,4.0
GPT2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,2,0.7483208473262722,0.7483017143968651,0.49688672238793896,269,4.0
GPT2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,2,0.7451740123157822,0.6585404916334741,0.37139071878253166,401,4.0
GPT2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,2,0.7091060060891227,0.7087953882887411,0.4415095985513408,251,4.0
GPT2,human_ocr_ensembl,,Genomic Benchmark,2,0.5846303501945526,0.5845054490214157,0.1691005415837343,315,4.0
GPT2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,2,0.6363636363636364,0.617308798159862,0.4012855161888762,,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,3,0.6859504132231405,0.6833333333333333,0.42342472088242866,200,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,3,0.7508132726089786,0.7506443874856031,0.5013403105562511,200,4.0
GPT2,enhancers_types,Regulatory (human),Nucleotide Transformer,3,0.6382563435263501,0.5960951544239924,0.4217590627332306,200,4.0
GPT2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,3,0.5586666666666666,0.5526675860427789,0.34067539237801225,600,5.0
GPT2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,3,0.5770964833183048,0.5610559886306192,0.1634243294473739,400,5.0
GPT2,splice_sites_donor,Splice Sites (human),Nucleotide Transformer,3,0.6249431042330451,0.624824880919025,0.2499150463923944,400,5.0
GPT2,H3,EMP (yeast),GUE,3,0.7595190380761523,0.759372041935311,0.5191349446257517,500,3.0
GPT2,H3K14ac,EMP (yeast),GUE,3,0.6254160363086233,0.6151027661945841,0.23054656586020056,500,3.0
GPT2,H3K36me3,EMP (yeast),GUE,3,0.6444954128440367,0.6352949787288009,0.27330013125188035,500,3.0
GPT2,H3K4me1,EMP (yeast),GUE,3,0.5798611111111112,0.5292231974198541,0.12934840222829158,500,3.0
GPT2,H3K4me2,EMP (yeast),GUE,3,0.6321277289019225,0.6029466213229829,0.21980418586322384,500,3.0
GPT2,H3K4me3,EMP (yeast),GUE,3,0.5864130434782608,0.5820498493249471,0.16627884055512684,500,3.0
GPT2,H3K79me3,EMP (yeast),GUE,3,0.6362690707350902,0.6290984478318624,0.2666982426337231,500,3.0
GPT2,H3K9ac,EMP (yeast),GUE,3,0.6768621806405182,0.6741615431700291,0.34857844673543203,500,3.0
GPT2,H4,EMP (yeast),GUE,3,0.759069130732375,0.7579577544335254,0.519232241728648,500,3.0
GPT2,H4ac,EMP (yeast),GUE,3,0.6234604105571847,0.6165430759788467,0.23927778641415595,500,3.0
GPT2,prom_300_all,Regulatory (human),GUE,3,0.8322635135135135,0.8322221080913556,0.6645776927989524,300,4.0
GPT2,prom_300_notata,Regulatory (human),GUE,3,0.8630111173921237,0.8626608774429405,0.7318474698465414,300,4.0
GPT2,prom_300_tata,Regulatory (human),GUE,3,0.6247960848287113,0.6237055620796413,0.2558002644848265,300,10.0
GPT2,tf_0,Transcription Factor (human),GUE,3,0.787,0.7849768471548803,0.5851163153184834,100,3.0
GPT2,tf_1,Transcription Factor (human),GUE,3,0.782,0.7807335167929963,0.5706304441348927,100,3.0
GPT2,tf_2,Transcription Factor (human),GUE,3,0.717,0.7105744636678909,0.45465694267930723,100,3.0
GPT2,tf_3,Transcription Factor (human),GUE,3,0.624,0.6233355639347811,0.24887960159841066,100,3.0
GPT2,tf_4,Transcription Factor (human),GUE,3,0.774,0.7726870403450328,0.5544423464289383,100,3.0
GPT2,prom_core_all,Regulatory (human),GUE,3,0.74375,0.7437438506830494,0.4874948746170078,70,4.0
GPT2,prom_core_tata,Regulatory (human),GUE,3,0.8433931484502447,0.8429916117051931,0.6918455468256041,70,10.0
GPT2,prom_core_notata,Regulatory (human),GUE,3,0.7580553985302431,0.7577078357129508,0.5173652842945248,70,4.0
GPT2,mouse_0,Transcription Factor (mouse),GUE,3,0.5567901234567901,0.5558634003888621,0.11405722148884594,100,4.93
GPT2,mouse_1,Transcription Factor (mouse),GUE,3,0.7684210526315789,0.7670417840631372,0.5432784696397147,100,0.59
GPT2,mouse_2,Transcription Factor (mouse),GUE,3,0.7774390243902439,0.7769725873005524,0.5572136447136309,100,12.2
GPT2,mouse_3,Transcription Factor (mouse),GUE,3,0.6694560669456067,0.6692476132083736,0.33908185588137874,100,16.67
GPT2,mouse_4,Transcription Factor (mouse),GUE,3,0.5645246946362188,0.5605535898872056,0.131330647547147,100,2.12
GPT2,covid,Covid Variants (virus),GUE,3,0.25970767888307156,0.257998350809697,0.16451750658103417,1000,8.0
GPT2,demo_coding_vs_intergenomic,Demo,Genomic Benchmark,3,0.774,0.7739963839421431,0.5481801027969274,200,4.0
GPT2,demo_human_or_worm,Demo,Genomic Benchmark,3,0.7964,0.7963984037634855,0.5929375614149932,200,4.0
GPT2,human_enhancers_cohn,Regulatory (human),Genomic Benchmark,3,0.6138898884490824,0.6137648583139009,0.22879059684135822,500,4.0
GPT2,human_enhancers_ensembl,Regulatory (human),Genomic Benchmark,3,0.749483337638853,0.7494601379027097,0.49924254908289967,269,4.0
GPT2,human_ensembl_regulatory,Regulatory (human),Genomic Benchmark,3,0.7466615927489103,0.6533193546500229,0.37460227251407935,401,4.0
GPT2,human_nontata_promoters,Regulatory (human),Genomic Benchmark,3,0.7068917796844727,0.7065348672519401,0.41838695792615344,251,4.0
GPT2,human_ocr_ensembl,,Genomic Benchmark,3,0.5876058594644084,0.5875300008360449,0.1750891308969875,315,4.0
GPT2,dummy_mouse_enhancers,Dummy,Genomic Benchmark,3,0.6859504132231405,0.6833333333333333,0.42342472088242866,,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,4,0.5950413223140496,0.5685175751400917,0.3214814174347029,200,4.0
GPT2,enhancers,Regulatory (human),Nucleotide Transformer,4,0.752765126870527,0.7527641849675748,0.5060281790735753,200,4.0
GPT2,enhancers_types,Regulatory (human),Nucleotide Transformer,4,0.6421600520494469,0.5972794516176805,0.4260262328868835,200,4.0
GPT2,splice_sites_all,Splice Sites (human),Nucleotide Transformer,4,0.501,0.4929252983481171,0.25564645011480347,600,5.0
GPT2,splice_sites_acceptors,Splice Sites (human),Nucleotide Transformer,4,0.5793507664562669,0.5738939154617408,0.16103841631471408,400,5.0
